Time(in Hours),Bus1,Bus2,Bus3,Bus4,Bus5,Bus6,Bus7,Bus8,Bus9,Bus10,Bus11,Bus12,Bus13,Bus14,Bus15,Bus16,Bus17,Bus18,Bus19,Bus20,Bus21,Bus22,Bus23,Bus24,Bus25,Bus26,Bus27,Bus28,Bus29,Bus30,Bus31,Bus32,Bus33,Bus34,Bus35,Bus36,Bus37,Bus38,Bus39,Bus40,Bus41,Bus42,Bus43,Bus44,Bus45,Bus46,Bus47,Bus48,Bus49,Bus50,Bus51,Bus52,Bus53,Bus54,Bus55,Bus56,Bus57,Bus58,Bus59,Bus60,Bus61,Bus62,Bus63,Bus64,Bus65,Bus66,Bus67,Bus68,Bus69,Bus70,Bus71,Bus72,Bus73,Bus74,Bus75,Bus76,Bus77,Bus78,Bus79,Bus80,Bus81,Bus82,Bus83,Bus84,Bus85,Bus86,Bus87,Bus88,Bus89,Bus90,Bus91,Bus92,Bus93,Bus94,Bus95,Bus96,Bus97,Bus98,Bus99,Bus100,Bus101,Bus102,Bus103,Bus104,Bus105,Bus106,Bus107,Bus108,Bus109,Bus110,Bus111,Bus112,Bus113,Bus114,Bus115,Bus116,Bus117,Bus118
0.0,26.882298849898326,26.8665104631473,26.81705635485616,26.61091938562101,26.585894806818654,26.75629397226461,26.782673659933575,26.598098868178703,26.432040416478614,26.258237398988257,26.78738842705191,26.80066004187042,26.91482640694718,26.873101101577824,26.929800720219585,26.848072559650227,26.738841502547817,26.8992998294194,26.935483198063025,26.937532490072922,26.890350406718415,26.802452966038135,26.607085633048637,26.691247175955834,26.26587102418484,26.3107330761628,26.8870781724643,26.955561444963706,26.998950868812937,26.687731004085762,26.981553841939288,26.918228801607423,26.949100434687487,26.86086195648589,26.887049175851185,26.891257651343377,26.81584381391035,26.7560936794063,27.127806273959674,27.25244904188342,27.314766710657533,27.222798429875617,26.995357257717238,27.00570125131877,26.974297540929516,26.76610186991195,26.642081832425838,26.651050793576427,26.57564931465804,26.749365412233782,26.977571484496664,27.06006091155772,27.07626875673373,26.991244993450636,26.998089530903083,26.998372710524954,26.922157948676837,27.014778526428,26.654259190608037,26.507910512711906,26.463862599474513,26.502729312349853,26.56737967642299,26.47734509040801,26.342052847752896,26.287285533921366,26.438702436689045,26.324095859472454,26.246358841371798,26.83737652344118,26.83825767123969,26.81400491801378,26.84381730612843,27.049006261654522,26.98896486338145,27.203523059291555,26.574733367393716,26.593164841600935,26.553833706735436,26.33205926664396,26.324475498809452,26.488358142979656,26.40542655189529,26.258571274022078,26.1488112147536,26.247829469042486,26.23109878763059,26.051221854716005,25.866032336276472,26.265626542585178,26.229652147806547,26.13523202748495,26.305344777391767,26.421975898217806,26.496760339792246,26.47504366786849,26.429571010338936,26.432173208212667,26.471072264025235,26.403961538760722,26.341007037223736,26.208322735625078,26.665025821983882,26.87064859875807,26.949992959802376,26.977565737206454,27.164041563619318,27.0093316130732,27.029606607382885,27.05942933475922,26.92342485686842,27.33319565766479,26.770032021788825,26.94368462616051,26.94500072188539,26.33386534590628,26.912650370557145,27.25702790651148
0.25,26.650823756828977,26.63391991802905,26.587486418462923,26.38581100291021,26.36211440228365,26.526982933029362,26.552638198376535,26.373457195082356,26.2140512802232,26.047151726318226,26.555719173541988,26.569657155683288,26.674257611883853,26.63619141241492,26.690827460364982,26.6158936663905,26.506870475640163,26.661561151373363,26.696684730459033,26.69783100720343,26.652048157111906,26.566263098782766,26.378243672663256,26.461976456660828,26.051338502242114,26.09474057194508,26.642865784811157,26.708073523146396,26.748239693910488,26.45794288432437,26.73094782614282,26.670025307324796,26.709574429072745,26.62563868368628,26.651257897896606,26.655225629885717,26.5815060019156,26.523230838948425,26.872252734036024,26.985160951470128,27.04109017239776,26.958488161857584,26.756620234622,26.76432025767716,26.731857028357485,26.53044974469154,26.408975862578487,26.417157028632282,26.342830865875737,26.50522443244227,26.727337224688384,26.807815912185703,26.822470839390526,26.73723391675732,26.74338951766026,26.743688657925446,26.67145883836033,26.760473796203968,26.406338027058897,26.27560336235253,26.23346604047953,26.272993139248083,26.32745892594562,26.24553078417654,26.122010545830673,26.06946523399171,26.211477324126896,26.107905867726505,26.03436039365993,26.607705715263524,26.60820701179065,26.582610260407613,26.613656864794578,26.81175429724377,26.75446348992685,26.95578601971853,26.34908387566894,26.367635021277746,26.33087656409103,26.11776253460299,26.109493622156318,26.26628332086132,26.186855992026736,26.044852371921962,25.938020449818392,26.025987444671074,26.009998703404413,25.847441154888493,25.668443232265233,26.053148584568177,26.018183722314035,25.926081447671983,26.08817589491241,26.198239311814667,26.267982312702593,26.251660312824246,26.21030790348498,26.2147414468622,26.248171332928013,26.182219815752614,26.122615920856287,25.99603776127744,26.42836123429205,26.625184251614495,26.70396573211644,26.73434100662619,26.91814521498204,26.75669354745284,26.77444850680394,26.798092690969273,26.66836214218874,27.05052754299973,26.535184126082857,26.696394784723843,26.697979422134733,26.117632486143247,26.67737108310131,27.01486438142998
0.5,26.413004230934185,26.397006137314662,26.351583191367936,26.155629454077292,26.133380913573195,26.292947616910634,26.31749735128617,26.14406470773235,25.991305348173082,25.831308866690346,26.320127627866476,26.333887671009947,26.428263778143904,26.39668476090662,26.449192636606934,26.37702003729393,26.271334018083962,26.420333939460463,26.454485181983074,26.455788370774616,26.41069134876102,26.326840062313746,26.146901638678674,26.228879842464416,25.833837557864594,25.875616496839374,26.39768735167781,26.45953754883643,26.4968865178625,26.22425977677243,26.47870419093778,26.422580528550125,26.46683063535433,26.383826072240463,26.40880810083047,26.412530376882795,26.341608688722623,26.286024814752246,26.61303639728214,26.716497111528827,26.7704309211205,26.698161278362253,26.50813150292925,26.515361832986144,26.48470956511634,26.292782054434785,26.17692234763281,26.18258170430157,26.110487998672895,26.2661657245086,26.48099655539421,26.558516963360884,26.574406966056195,26.49256512278969,26.498602575979422,26.499040880214785,26.428223784774403,26.51215541090633,26.17155972722053,26.04927338387475,26.008558729114256,26.046850807331495,26.09701944019969,26.019622078130134,25.902304109736374,25.85137697893912,25.98476939736249,25.89001648406908,25.820110195426913,26.370856866007266,26.37120165754547,26.345739486261717,26.37647258328651,26.571437289556897,26.514452859865916,26.69880293593461,26.121285037797243,26.139593116329046,26.104175758202267,25.90003640139269,25.89183717674412,26.0420522287546,25.96663968922736,25.82770815069704,25.723652127257704,25.805562143502613,25.790297991025696,25.63775889204705,25.467469178384704,25.837200635151003,25.8036164986694,25.714874718128883,25.86841740220565,25.972011276526974,26.039180984142078,26.02643123590461,25.987605090062598,25.9918633135578,26.020848430111545,25.955743135784942,25.90208287246747,25.781582205821884,26.185179126755244,26.374320555482736,26.449962110463748,26.47997225643724,26.658423876364644,26.495861615841864,26.511014975253826,26.52857050998667,26.405213090345764,26.754350563516358,26.297661499064517,26.448303799449363,26.449853791291027,25.899503528569973,26.437315757065623,26.764367856923162
0.75,26.23374522243489,26.218545723628093,26.173793659140838,25.98470777529339,25.96342467061662,26.11759056932527,26.141986928740913,25.97402051254682,25.826238614659292,25.671415229516764,26.143836981570317,26.15757322314047,26.246122227932304,26.21776440113674,26.267891270364416,26.202842190515106,26.097886316502926,26.241820088164527,26.274448902650498,26.27583480715197,26.23228550860537,26.151933107644563,25.980187585818026,26.06164434972427,25.676204080968624,25.716380635115442,26.222582009010356,26.281529180884544,26.316289411070684,26.052626709025727,26.298023749150005,26.246027226747188,26.285611219030958,26.210107045320484,26.233779900590772,26.237504156939416,26.168053466842267,26.11348987034636,26.422980937200187,26.51962605157385,26.570571134559103,26.499215126712542,26.33295328831134,26.334692239466566,26.304090315517673,26.117524343619763,26.004881558679305,26.008859553291348,25.939268613689038,26.0897891004587,26.299906034142197,26.377478524027925,26.391270103105647,26.310886949204175,26.316749215008226,26.317069478142493,26.247175054677943,26.32929304695483,25.99951053611338,25.881308771720974,25.842444167239574,25.87936790187234,25.927747975054782,25.853293897219437,25.74117645914876,25.69100995407041,25.818585073329917,25.730696991740665,25.663514364233833,26.20422867041618,26.204166282301973,26.177346895341156,26.20930277207263,26.395608537653985,26.339443040783728,26.51486644754767,25.956317310893425,25.974130075692596,25.941143208909963,25.741889071080838,25.733376818464603,25.88158329214869,25.80994796557076,25.676201929021897,25.576523417569128,25.655101616629832,25.640318859816603,25.49670674259693,25.32831036580644,25.68696468502345,25.65377159537057,25.566577919856645,25.71333154751068,25.81252681377021,25.87711753261829,25.865010884995073,25.828216775823936,25.831483681257154,25.860093178762703,25.797305664215585,25.74642726899209,25.63061315139818,26.017654635724313,26.202393290946553,26.276335187286232,26.30930266125586,26.48035812245131,26.317817478652934,26.331295337681308,26.345003266322816,26.225914966613345,26.5571800183622,26.12354334267408,26.27236031796138,26.274163395956634,25.739905324130724,26.257810596905664,26.582302050197185
1.0,26.11969460820985,26.103311830105746,26.061881898513676,25.877378851899717,25.856339687688973,26.00698183268521,26.030274000302974,25.866784310927965,25.722034530492582,25.57036419450791,26.03114026512252,26.045042595668004,26.135131491205506,26.104833484696496,26.155706871209883,26.08853333963823,25.98826356458453,26.128764396305716,26.16095669217019,26.16083903041424,26.119203878460297,26.04115663593864,25.87220396675797,25.951293376346257,25.57478697783285,25.614260285222073,26.10880198165929,26.16666739699136,26.20104456259396,25.944032671699137,26.18494778889838,26.132604281866985,26.17384086445086,26.098258307309763,26.121499925151078,26.12507242729432,26.057840481517427,26.00429243424617,26.314277034929106,26.41210519641363,26.462089109298375,26.391487135411083,26.21525144918577,26.216347743830166,26.187619716423047,26.006437435763278,25.89579885519179,25.902976048819664,25.835066635957283,25.9811442724851,26.18440462844295,26.25844409741071,26.270965005385168,26.192209619190084,26.197876324508847,26.197822704812253,26.132286774840818,26.212668744383517,25.891993647221582,25.77714550120062,25.73876604370693,25.77512982744541,25.82199697315502,25.749273053271004,25.639348932943633,25.59078297216462,25.71743232859066,25.628440016210096,25.562633163592697,26.089160626730823,26.089184473008668,26.063452594290567,26.0941940385118,26.275831075517473,26.22588184105919,26.40689122560231,25.8498136020694,25.8671461626763,25.833956896071264,25.638523770592492,25.630581406169902,25.773090665109997,25.701461603140647,25.56949567225875,25.47085392954853,25.548262306908565,25.53381781475147,25.390043154021374,25.22570026573881,25.57467159084895,25.542769582069706,25.45847164912462,25.60541341500656,25.704939510505774,25.768917352445598,25.75757951510313,25.721806378464574,25.72460507869996,25.751446079359063,25.689558164395326,25.635427636947867,25.521526284893092,25.907284489478023,26.0868304403195,26.158823797129582,26.18907829180305,26.356196480364,26.20101802892925,26.214871086171705,26.23014030521299,26.113681539990843,26.446833694514268,26.01332908913179,26.157583987633355,26.159176613506716,25.637405676949726,26.142509996415274,26.470683913794684
1.25,26.04232033273416,26.027571758999326,25.9856283106187,25.80194350615334,25.781596471321386,25.931445818783,25.954923221741254,25.791904613092115,25.649323160574486,25.499908217498707,25.955241435888823,25.969733399946257,26.05280048715534,26.028523797728564,26.076721554767396,26.013537187153652,25.91186972588685,26.050798105960897,26.08210961738192,26.083237783412848,26.04201939599318,25.96443085404344,25.79939030947535,25.87806504887011,25.505640273265698,25.54430062382638,26.03310927650757,26.08851809451254,26.120928632925242,25.86815229344467,26.103539769459207,26.05626999732658,26.09407323192179,26.019602272702,26.041890403636717,26.04559957457221,25.979249311630568,25.926569767995332,26.226530061566503,26.31888388306039,26.36949932136748,26.30112532396061,26.13517149501516,26.132457987720873,26.10479773366436,25.925749385636454,25.817597752856024,25.82340612125401,25.7557856224479,25.902155709526774,26.103488602602592,26.17791965846878,26.190019656637777,26.11409023773211,26.119540673480483,26.119835903462512,26.05391075213663,26.131295297620422,25.818031822095513,25.702111795325287,25.66438235211834,25.698594822184663,25.74788055896272,25.675102637445256,25.565698627283833,25.51697814946533,25.63922454508109,25.55463905946381,25.490359446918617,26.015567899293334,26.015454133353288,25.98974368928615,26.020324607773784,26.20013100210665,26.148246127481414,26.317168048262943,25.773488322646376,25.7907368916582,25.758253886761626,25.563768223231488,25.556468240874405,25.698723219444865,25.629907394646764,25.501187666165634,25.404103290854984,25.48171150468925,25.467475901104613,25.326868781937147,25.163777950110166,25.51020469072393,25.477152468548255,25.392092918709196,25.534262966345636,25.629594420498975,25.69358447347008,25.682374071642606,25.647050535669546,25.646454605939585,25.674457079536047,25.61230608746627,25.5633809016062,25.45327000541123,25.82148611346317,26.000221329540096,26.07011553553819,26.101775933176196,26.261396065629643,26.107308571078764,26.119172601323314,26.129785109058574,26.01566944751284,26.32967707091268,25.936934938713808,26.081667833767128,26.083369753244533,25.56328141479094,26.066646904474304,26.386977368754355
1.5,25.90705450536198,25.89360373075296,25.85155246716939,25.67438078474496,25.65484181064855,25.80152345352199,25.823700625138404,25.665163561585672,25.526155763046837,25.380459463431475,25.823567351671695,25.837320147754696,25.917144935152226,25.895946921873232,25.945798104629517,25.87963278791287,25.783205490538354,25.918417715526246,25.94966334561449,25.949777510830977,25.908522087599128,25.83265746316416,25.67267222135323,25.75023696503534,25.386241756172225,25.4240969039544,25.89827224191801,25.95207373863181,25.983506688685267,25.740436213621717,25.966176010100366,25.921685469953992,25.963884848764632,25.88855098242225,25.910775844702194,25.91421147655662,25.849679689069323,25.798564534359713,26.088970486296358,26.17965249317982,26.23125419828481,26.169790014352547,25.99930403358418,25.997325961780472,25.97069954786501,25.798002835064914,25.694255238957734,25.698326044296532,25.633585435497363,25.776917932918458,25.97433790188666,26.04655392872267,26.059913652424626,25.985172396144357,25.99086800105126,25.991066220412144,25.925183529550097,26.00106984227959,25.699180673675464,25.5865752304403,25.54905514219965,25.582842596150112,25.6303197337462,25.558975566575374,25.450503286048626,25.40237393325328,25.521833850664606,25.440001916023025,25.376989629771533,25.88452536101974,25.884315695136884,25.85881065704666,25.88905258558272,26.06639120582557,26.015382119303663,26.177829775869665,25.65346121587873,25.6709390400917,25.638740620097646,25.449409278625627,25.441904209114764,25.578251581315776,25.51019486417216,25.38040249156864,25.284728804737185,25.36099205121036,25.347139595719305,25.208222634890753,25.05033976703116,25.385429365815803,25.3547369402582,25.274220844411698,25.413603483860005,25.50806533610662,25.5721269114595,25.562772588923714,25.529049362491502,25.52923649731848,25.552448450761016,25.490926417292556,25.442680863436852,25.334220709108596,25.6927133226596,25.868686143540014,25.936771699962925,25.966980020245614,26.126479451088667,25.97016605510765,25.980612075581366,25.988052232342334,25.877167200949952,26.175757109765495,25.80739410391951,25.94586288249345,25.947351705010522,25.448619190760475,25.93082573834485,26.24841156005857
1.75,25.84424372212948,25.830395209948218,25.789493933607133,25.613485510717922,25.594111746330004,25.73740392478615,25.759975402326187,25.604428483265593,25.467097023308753,25.32314570697731,25.760845023763405,25.77465735867017,25.85331433228646,25.831788841106718,25.87905168361775,25.81662239510618,25.721530366899696,25.856630602877598,25.88553952406035,25.886562458715044,25.846669107302965,25.772237353617825,25.614646190620096,25.690812730825822,25.33138835672778,25.368435794554383,25.841795000701524,25.89410504605041,25.923987487310907,25.679315270495657,25.906456116466078,25.862680602709624,25.895634898178834,25.825270142133558,25.847396653934844,25.851017525911615,25.78656961246669,25.736161010808818,26.02097311314101,26.10860371972491,26.157769459326502,26.092501400350496,25.937702372651323,25.939946875471666,25.914624090148415,25.739886974379417,25.634665803324378,25.63926676593793,25.574125155437613,25.716532476509943,25.910574002097725,25.98249668281518,25.996995179426467,25.925206941758482,25.930005662628734,25.930339518733863,25.864680947929024,25.9385305006225,25.637507332205175,25.524105290674,25.48790938440019,25.520768117830297,25.569147746994208,25.498328844775077,25.391980230841913,25.34467673340033,25.46201393325159,25.38162912910509,25.319599942626173,25.82340065668387,25.82346139500113,25.799562514716825,25.82815155928113,26.003606586259874,25.953889219799358,26.115863432539236,25.59239516164046,25.608445343620332,25.576993466959806,25.390916738437124,25.38361158470559,25.5219797777439,25.4569534984462,25.333000223225632,25.240041591601162,25.315234867307698,25.301520641710898,25.165811621042504,25.010567201124267,25.351887256163312,25.316686132186263,25.2296278767067,25.364421182332066,25.454789148026315,25.51646296825142,25.505328691266985,25.470864624720026,25.47087879366858,25.49916242206664,25.437254668003675,25.392238980841924,25.287702759355223,25.635636839481677,25.807615636256973,25.873948681355294,25.903995230889056,26.058960377171324,25.908355517008918,25.919143251513347,25.92769745043889,25.818164256106435,26.11487067120598,25.745972586386117,25.887202946687136,25.888881270804028,25.390023670010752,25.87042590962353,26.186521572864645
2.0,25.786766710652422,25.771153239599883,25.731950287422936,25.55770226801877,25.538844800826453,25.681027980219984,25.703036818225108,25.549386646617613,25.413649641367442,25.271358251789014,25.701878680590426,25.716580960157234,25.792898817147538,25.774576863449784,25.82326637135431,25.759751026564984,25.66646896506524,25.799702104563057,25.829167435068467,25.828118562972225,25.788696052957125,25.715430764559823,25.560898798646786,25.636525717626547,25.280604008220834,25.317250617788837,25.784432430571442,25.835637001892646,25.86364501769468,25.62468091431323,25.846812405224373,25.806336534374335,25.840887293824267,25.770804148799336,25.792382511382993,25.79593011034884,25.732359052299785,25.682188577810393,25.963812833729794,26.050758370718476,26.101177701915095,26.037685216117517,25.88117151907556,25.879834684499137,25.85456718113379,25.683602194323708,25.57857492112877,25.5843551412752,25.52035562451938,25.661886267827676,25.854019931688935,25.925613316902055,25.93888729603353,25.867101763973395,25.872787159594953,25.87213711460186,25.80747281564461,25.880637309536514,25.58865320939515,25.47530573559725,25.439123494993975,25.471252709129576,25.52017697758983,25.44931227417063,25.34242325936946,25.2950274774501,25.41125833152195,25.331839044544544,25.270267392267197,25.767860679370333,25.767921841400806,25.743689985295546,25.772677449218854,25.941149648740158,25.894304433663578,26.05385474709506,25.540882698377303,25.55736183528424,25.5262974007887,25.340893210145687,25.333677880881353,25.469537327300703,25.403519553677988,25.27871947846307,25.186028487562815,25.262240148493998,25.248690579534163,25.1123468930018,24.957061439480295,25.290817421288413,25.257522514897506,25.172917598613378,25.308264120673595,25.399688529726664,25.46285738219621,25.45284567682406,25.41966153965831,25.418145455225886,25.443425397449843,25.381731985771676,25.33413413330193,25.230444748448832,25.575930191446428,25.74853646635471,25.813820579323234,25.844577232270332,25.997348044505046,25.844050130627316,25.853230907211174,25.85725211434429,25.749356301711877,26.038024330990776,25.690799938614937,25.830567045771904,25.83218499650438,25.340150033364875,25.81002689880899,26.12469200439434
2.25,25.715671986611788,25.70046868965176,25.66170134837561,25.48934242986201,25.47064130771321,25.610950207934003,25.63248129382647,25.480578796355026,25.346762768005323,25.206471776167128,25.63201678666842,25.645851017081103,25.721581110793956,25.701571062219823,25.749032652044967,25.686788522372126,25.593846944581617,25.72360213346109,25.75384927364176,25.753543104661556,25.714413095736262,25.64157232857258,25.48798359260359,25.564133836445464,25.21195660148801,25.248437921908007,25.702874300610457,25.754762978529026,25.78424554598347,25.55306655321951,25.767881702957414,25.725259597555137,25.766873015533765,25.697100035427,25.718826152618494,25.722019584183602,25.659629023913098,25.61018321782839,25.887906395171722,25.973152532067417,26.02142770245023,25.961371839161657,25.803621023237223,25.801371289706957,25.77554129861457,25.610595537107116,25.50950761860549,25.514275832794315,25.451225583856296,25.588333692065238,25.777807899755285,25.847735421102502,25.861159376089727,25.78786580125887,25.793775442912466,25.793396581730203,25.730838036334557,25.803209167630577,25.513051271944494,25.406354911491484,25.370527724504576,25.404067021844803,25.447655955125242,25.379907421368248,25.27692923288328,25.230493270825036,25.345271751871056,25.2681239397364,25.207778838304666,25.69685951839227,25.696429999323914,25.67013263187632,25.701106300501625,25.87302660523975,25.82639142828193,25.985077380642245,25.474176870621033,25.490598466725988,25.45989447756574,25.278125467967037,25.27043010498469,25.401149458646884,25.335098359520966,25.2087181051799,25.115376997502352,25.187584073231868,25.174273575604534,25.041387480858234,24.888750260782032,25.20994352471877,25.181206537551144,25.104100058304912,25.23946785049124,25.33098322384607,25.392681506468044,25.384975564807085,25.353698009465358,25.35524006486698,25.374675456129843,25.314954222685664,25.266726114068362,25.162080762265568,25.50805151338048,25.677314013828383,25.743189728924726,25.773311695006445,25.929990744569004,25.77414254228719,25.783738892561786,25.789209971581062,25.682802090632936,25.968689242942858,25.61681286047086,25.748525663171378,25.749999962946827,25.27661916067232,25.7352839053555,26.056021038670448
